communication management	social obligations management	task	feedback-value	feedback	sentiment	sentiment-value	opinion	opinion-value	emotion	emotion-value	knowledge	discourse structure management	partiality	conditionality	certainty	irony	date	time	participant	segment	raw
																	sam. nov. 01 2014	18:39	Marmotte	ah tiens , il ne part pas tout seul , lui ...	ah tiens, il ne part pas tout seul, lui...
																	sam. nov. 01 2014	18:39	tobiasBora	Comme ?	Comme ? J'ai essayé pulseaudio equalizer mais il renvoit la musique sur la carte son de l'ordi et j'arrive pas à lui dire de viser le BT
																			\	J'ai essayé pulseaudio equalizer mais il renvoit la musique sur la carte son de l'ordi et j'arrive pas à lui dire de viser le BT	
																	sam. nov. 01 2014	18:39	Marmotte	que te raconte : 18:39 (Marmotte)>+ >(samp) dpkg - l " apache2 *"	que te raconte : dpkg -l "apache2*"
																	sam. nov. 01 2014	18:40	samp	http://paste.ubuntu-fr-secours.org/src-139214	http://paste.ubuntu-fr-secours.org/src-139214
			execution	answerPositively													sam. nov. 01 2014	18:41	Marmotte	Ok ,	ok, donc : sudo apt-get purge apache2.2-bin (proposé par lyntoo plus haut ^^)
																			\	donc : 18:41 (Marmotte)>+ sudo apt-get purge apache2.2-bin ( proposé par lyntoo plus haut ^^)	
																	sam. nov. 01 2014	18:41	Marmotte	(j'étais pas certain que ce soit toujours 2.2 , donc je préfère vérifier )	(j'étais pas certain que ce soit toujours 2.2, donc je préfère vérifier)
																	sam. nov. 01 2014	18:41	mezen	sudo apt-get purge apache2 *	sudo apt-get purge apache2*
																	sam. nov. 01 2014	18:42	gniourf	avec des quotes c'est mieux	avec des quotes c'est mieux
																	sam. nov. 01 2014	18:42	Marmotte	1	1
																	sam. nov. 01 2014	18:42	davlefou	qu'es ce qui ne va pas avec ta config ?	qu'es ce qui ne va pas avec ta config?
																	sam. nov. 01 2014	18:42	Marmotte	sans quotes , il arrive que le shell évalue l'astérisque ^^	sans quotes, il arrive que le shell évalue l'astérisque ^^
																	sam. nov. 01 2014	18:42	Marmotte	et ça donne n'importe quoi , du coup : P	et ça donne n'importe quoi, du coup :P
																	sam. nov. 01 2014	18:42	gniourf	un glob quoi : D	un glob quoi :D
																	sam. nov. 01 2014	18:43	samp	attend davlefou cest trop tard maintenant je réinstalle tout	attend davlefou cest trop tard maintenant je réinstalle tout
		requestForAction												conditional			sam. nov. 01 2014	18:43	Marmotte	n'oublie pas de vérifier que / etc/apache2 est bien vide , après désinstallation complète , si tu veux vraiment supprimer toute trace de ta précédente configuration : P	n'oublie pas de vérifier que /etc/apache2 est bien vide, après désinstallation complète, si tu veux vraiment supprimer toute trace de ta précédente configuration :P
		answerPositively															sam. nov. 01 2014	18:44	samp	ouaip	ouaip merci
																			\	merci	
		inform			inform	unsatisfied											sam. nov. 01 2014	18:44	samp	j'ai tout de meme un probleme lors de la désinstallation	j'ai tout de meme un probleme lors de la désinstallation je te colle le log
inform		commit																	\	je te colle le log	
	greetings																sam. nov. 01 2014	18:44	alcidi	re à tous	re à tous
		inform															sam. nov. 01 2014	18:45	samp	http://paste.ubuntu-fr-secours.org/src-139215	http://paste.ubuntu-fr-secours.org/src-139215
																	sam. nov. 01 2014	18:46	samp	ce log est arrivé en utilisant la commande de Mezen	ce log est arrivé en utilisant la commande de Mezen
		requestForAction															sam. nov. 01 2014	18:46	davlefou	apt-get autoremove aprés	apt-get autoremove aprés
																	sam. nov. 01 2014	18:46	davlefou	avec un sudo et il va purger pour de bon	avec un sudo et il va purger pour de bon
																	sam. nov. 01 2014	18:46	davlefou	Bon aprés tu va reinstaller et probablement avoir le même pb ,	Bon aprés tu va reinstaller et probablement avoir le même pb,
																	sam. nov. 01 2014	18:47	samp	hum	hum
																	sam. nov. 01 2014	18:47	samp	merci Marmotte	merci Marmotte
																	sam. nov. 01 2014	18:47	lyntoo	bizzarre moi quand je change de périfiérique de sond automatiquement l'équilizer sajuste au device en cours	bizzarre moi quand je change de périfiérique de sond automatiquement l'équilizer sajuste au device en cours
																	sam. nov. 01 2014	18:47	samp	je désinstalle pas parce que j'avais un problème	je désinstalle pas parce que j'avais un problème
																	sam. nov. 01 2014	18:47	tobiasBora	Et tu utilises pavucontrol aussi ?	Et tu utilises pavucontrol aussi ?
									inform	love							sam. nov. 01 2014	18:48	samp	je désinstalle parce que je veux mettre plusieurs sites sur mon serveur et donc faire ce tuto http://doc.ubuntu-fr.org/tutoriel/virtualhosts_avec_apache2	je désinstalle parce que je veux mettre plusieurs sites sur mon serveur et donc faire ce tuto http://doc.ubuntu-fr.org/tutoriel/virtualhosts_avec_apache2
																	sam. nov. 01 2014	18:48	lyntoo	pulseaudio et le gestionnaire de sond par défaut ubuntu 14.04	pulseaudio et le gestionnaire de sond par défaut ubuntu 14.04
																	sam. nov. 01 2014	18:48	samp	et j'avais deja fais une configuration mais j'avais bidouillé de partout	et j'avais deja fais une configuration mais j'avais bidouillé de partout
																	sam. nov. 01 2014	18:49	davlefou	suffisait de demander pour les vhost ,	suffisait de demander pour les vhost,
																	sam. nov. 01 2014	18:49	gniourf	c'est bizarre qu'il te dise que certains paquets ne sont pas présents , hors ils sont présents quand tu les listes avec dpkg	c'est bizarre qu'il te dise que certains paquets ne sont pas présents, hors ils sont présents quand tu les listes avec dpkg
																	sam. nov. 01 2014	18:49	samp	je ne fais que ca depuis une semaine	je ne fais que ca depuis une semaine
		commit															sam. nov. 01 2014	18:50	davlefou	on peut voir cela ensemble tout à l'heure ,	on peut voir cela ensemble tout à l'heure,
																	sam. nov. 01 2014	18:50	samp	oui avec plaisir	oui avec plaisir
																	sam. nov. 01 2014	18:50	samp	tout a lheure ?	tout a lheure ? je peux commencer la doc du site ?
																	sam. nov. 01 2014	18:51	lyntoo	je peux commencer la doc du site ?	
																			\	assure toi que dans puseaudio mixer tu as coché EQ enable	assure toi que dans puseaudio mixer tu as coché EQ enable
																	sam. nov. 01 2014	18:51	lyntoo	sinon rien se passes ;-)	sinon rien se passes ;-)
																	sam. nov. 01 2014	18:51	tobiasBora	Et tu as essayé de switcher entre deux cartes , pas seulement entre deux " sorties " ( haut parleur/casque ) ?	Et tu as essayé de switcher entre deux cartes, pas seulement entre deux "sorties" (haut parleur/casque) ?
																	sam. nov. 01 2014	18:52	lyntoo	oui pour moi ca fonctionne tres bien	oui pour moi ca fonctionne tres bien
																	sam. nov. 01 2014	18:52	davlefou	Tu as quel version de ubuntu ?	Tu as quel version de ubuntu?
																	sam. nov. 01 2014	18:52	samp	12,04	12.04
			execution	answerPositively													sam. nov. 01 2014	18:52	davlefou	ok ,	ok,
																	sam. nov. 01 2014	18:53	lyntoo	autant le sond usb , hdmi , digital , analog , bluetooth ,	autant le sond usb, hdmi, digital, analog, bluetooth,
																	sam. nov. 01 2014	18:53	samp	tout a l'heure , c'est quand ?	tout a l'heure, c'est quand ?
																	sam. nov. 01 2014	18:53	samp	(je vais fumer une clope et je reviens )	(je vais fumer une clope et je reviens)
																	sam. nov. 01 2014	18:54	davlefou	Dans une ou deux heures	Dans une ou deux heures,
																	sam. nov. 01 2014	18:54	alcidi	le tabac c'est tabou , on en viendra tous à bout	le tabac c'est tabou, on en viendra tous à bout
																	sam. nov. 01 2014	18:55	tobiasBora	Hum ...	Hum... Voici une impression d'écran, quand je clique sur "Apply Settings" la sortie passe de BT2 (ma carte actuelle) à LADSPA et le son se met à sortir des hauts parleurs de mon ordi
																	sam. nov. 01 2014	18:55	lyntoo	Voici une impression d'écran , quand je clique sur " Apply Settings " la sortie passe de BT2 ( ma carte actuelle ) à LADSPA et le son se met à sortir des hauts parleurs de mon ordi	
																	sam. nov. 01 2014	18:55	samp	euh par contre moi jai alsa comme gestionnaire de sound jviens de remarquer ,	euh par contre moi jai alsa comme gestionnaire de sound jviens de remarquer, jai jamais eu de probleme avec alsa
					inform	satisfied													\	jai jamais eu de probleme avec alsa	
																	sam. nov. 01 2014	18:55	davlefou	lol pas facile je dois rester à regarder le tchat pendant tout ce temps ?	lol pas facile je dois rester à regarder le tchat pendant tout ce temps ?
																	sam. nov. 01 2014	18:56	lyntoo	je te ping quand je suis dispo ,	je te ping quand je suis dispo,
																	sam. nov. 01 2014	18:57	tobiasBora	alsa-base , alsa-utils , libasound2-data , libasound2-plugins , libsdl1.2debian	alsa-base, alsa-utils, libasound2-data, libasound2-plugins, libsdl1.2debian
																	sam. nov. 01 2014	18:58	samp	C'est toi qui l'a choisi ou c'est par défaut ?	C'est toi qui l'a choisi ou c'est par défaut ?
																	sam. nov. 01 2014	18:58	lyntoo	ok	ok
																	sam. nov. 01 2014	19:03	alcidi	c'est ce qui mas mis dans le doute , moi j'ai updaté ubuntu pas réinstaller depuis le début , j'peux pas te certifier ,	c'est ce qui mas mis dans le doute, moi j'ai updaté  ubuntu pas réinstaller depuis le début, j'peux pas te certifier, faudrais voir les packages par défaut d'ubuntu
																			\	faudrais voir les packages par défaut d'ubuntu	
																	sam. nov. 01 2014	19:05	alcidi	bonjour	bonjour mon imprimante se connecte en dev/usb/lp1 et je voudrais la voir en dev/usb/lp0 pour qu'elle soit mieux reconnue, existe-t-il une solution pour cela ?
		inform							inform	love		introduceTopic							\	mon imprimante se connecte en dev/usb/lp1 et je voudrais la voir en dev/usb/lp0 pour qu'elle soit mieux reconnue ,	
																			\	existe-t-il une solution pour cela ?	
									inform	love									\	ou éventuellement je voudrais savoir quel matériel occupe le port lp0	ou éventuellement je voudrais savoir quel matériel occupe le port lp0
															uncertain		sam. nov. 01 2014	19:05	alcidi	il ya surement une commande pour ça	il ya surement une commande pour ça
																	sam. nov. 01 2014	19:07	tobiasBora	d'acc .	d'acc. J'ai quand même peur de changer tout le système de son de mon ordi, d'autant qu'il fonctionnait bien
																			\	J'ai quand même peur de changer tout le système de son de mon ordi , d'autant qu'il fonctionnait bien	
																	sam. nov. 01 2014	19:09	lyntoo	c'est toi qui vois ,	c'est toi qui vois, moi j'utlises alsa depuis des lunes je trouves que c'est le meilleur mais bon ....c'est a mon avis, et oui des fois ca peut causer quelques soucis faire des changements sous linux
																			\	moi j'utlises alsa depuis des lunes je trouves que c'est le meilleur mais bon ....c'est a mon avis ,	
																			\	et oui des fois ca peut causer quelques soucis faire des changements sous linux	
																	sam. nov. 01 2014	19:55	Pedro	Bonsoir tout le monde	Bonsoir tout le monde
																	sam. nov. 01 2014	19:55	davlefou	tu es là ?	tu es là?
																	sam. nov. 01 2014	19:57	davlefou	Bonsoir ,	Bonsoir,
																	sam. nov. 01 2014	20:01	SAmp	Davlefou oui	Davlefou oui
																	sam. nov. 01 2014	20:04	samp_	je suis la	je suis la
																	sam. nov. 01 2014	20:04	dadada___	hello hello	hello hello
																	sam. nov. 01 2014	20:07	davlefou	Désolé ,	Désolé, le repas est prés, donne mois 20 minutes
																			\	le repas est prés , donne mois 20 minutes	
																	sam. nov. 01 2014	20:07	samp_	ok ok meme 30 stu veux	ok ok meme 30 stu veux
																	sam. nov. 01 2014	20:30	davlefou	go	go
																	sam. nov. 01 2014	20:31	samp_	ouep	ouep
		requestForInformation															sam. nov. 01 2014	20:31	davlefou	Explique ton pb ?	Explique ton pb?
			perception	requestForInformation													sam. nov. 01 2014	20:34	davlefou	?	?
			perception	answerPositively													sam. nov. 01 2014	20:34	samp_	oui	oui
												inform					sam. nov. 01 2014	20:34	samp_	je t'ai ecris en pv	je t'ai ecris en pv
			perception	requestForInformation													sam. nov. 01 2014	20:34	samp_	tu ne vois pas ?	tu ne vois pas ?
																	sam. nov. 01 2014	21:05	davlefou	Comment faire que le manager arrête de me demander de reboot ?	Comment faire que le manager arrête de me demander de reboot?
									inform	anger							sam. nov. 01 2014	21:06	davlefou	Cela m'horripile ua plus au point !	Cela m'horripile ua plus au point!
																	sam. nov. 01 2014	21:08	flo|va-nu-pied	reboot ?	reboot ?
																	sam. nov. 01 2014	21:09	davlefou	non , ca va pas! 21:09 (davlefou)>+ j'ai pas le temps !	non, ca va pas! j'ai pas le temps!
																	sam. nov. 01 2014	21:10	flo|va-nu-pied	alors acceptes :)	alors acceptes :) sinon doit y avoir moyen de stopper le manager de mes souvenirs
		requestForAction													uncertain				\	sinon doit y avoir moyen de stopper le manager de mes souvenirs	
		answerByRequestForAction															sam. nov. 01 2014	21:15	Ezael	davlefou : 21:15 (Ezael)>+ sur askbuntu.com , pour un problème similaire , une des réponses suggère de faire un ls / var/run/reboot-required et de le supprimer s'il existe .	davlefou : sur askbuntu.com, pour un problème similaire, une des réponses suggère de faire un ls /var/run/reboot-required et de le supprimer s'il existe.
																			\	merci ,	
		commit															sam. nov. 01 2014	21:16	davlefou	je vais voir	merci, je vais voir
